Time,JointIndex,PartialEffort
1743973757.5310693,23,0.31695085325627537
1743973757.5310845,27,6.751107861023164e-05
1743973757.5310988,26,0.3063831740144246
1743973757.5376492,21,0.010151066563840664
1743973757.537656,23,0.0016223302420653246
1743973757.5376616,27,5.9229783029181715e-05
1743973757.5376663,26,0.12257563525809569
1743973757.543124,21,0.009533737488624463
1743973757.5431345,23,0.0034807113889297335
1743973757.5431423,27,1.3008833472821643e-05
1743973757.5431495,26,0.08108683138955884
1743973757.5487106,21,0.013156489760375475
1743973757.548722,23,0.004624034156608959
1743973757.5487292,27,5.022641547103235e-06
1743973757.5487607,26,0.08146779956159113
1743973757.5548623,21,0.014196745015980542
1743973757.5549226,23,0.005019795437111413
1743973757.5549502,27,2.330254146473241e-06
1743973757.5549703,26,0.0817891542288912
1743973757.5617206,21,0.014438938488682492
1743973757.561728,23,0.005150721080757239
1743973757.561734,27,2.5874843405585582e-06
1743973757.5617387,26,0.08208307788061045
1743973757.5672343,21,0.014576124083207612
1743973757.5672452,23,0.005278356030165345
1743973757.567251,27,2.441214468941849e-06
1743973757.5672562,26,0.08236092477294062
1743973757.5727124,21,0.014826025428619147
1743973757.5727196,23,0.005459816058079601
1743973757.5727255,27,9.069810212091125e-07
1743973757.5727305,26,0.0826337156642792
1743973757.5782309,21,0.6875947826884425
1743973757.5782423,23,0.32103548974834367
1743973757.57825,27,0.0005838679481083529
1743973757.5782568,26,0.020435966476642035
1743973757.5842042,21,0.7124818479072833
1743973757.5842366,23,0.34969520881139743
1743973757.584258,27,0.0004392822385210197
1743973757.5842752,26,0.33661065397396545
1743973757.590606,21,0.030662377731380117
1743973757.590616,23,0.015878472490617773
1743973757.5906224,27,0.00011086828267237258
1743973757.5906274,26,0.11402385112921531
1743973757.5960855,21,0.00597672227648175
1743973757.5960925,23,0.0026488204025331336
1743973757.5960977,27,2.0737704129598986e-05
1743973757.5961027,26,0.08296752588576144
1743973757.6018193,21,0.013381843200891705
1743973757.6018436,23,0.00728742248576214
1743973757.6018548,27,7.366507210681074e-06
1743973757.601862,26,0.08439542935750997
1743973757.6076634,21,0.01757751376363984
1743973757.6076717,23,0.015272756904205877
1743973757.6076775,27,3.271955332167636e-06
1743973757.6076822,26,0.08777986170398382
1743973757.6131065,21,0.01632791650428788
1743973757.6131136,23,0.005147074476084051
1743973757.613119,27,2.3589146415329066e-06
1743973757.6131241,26,0.08338077700722064
1743973757.6185677,21,0.014690547849175674
1743973757.6185749,23,0.0046810596720831855
1743973757.618585,27,3.102040482776884e-06
1743973757.618605,26,0.0834450555558291
1743973757.6242676,21,0.014703244623073486
1743973757.6242862,23,0.004846385742598652
1743973757.6242967,27,1.2966782277032905e-06
1743973757.6243045,26,0.0836184072437396
1743973757.6301281,21,0.6641544981421421
1743973757.6301374,23,0.325213524551926
1743973757.6301444,27,0.0002463348486466705
1743973757.6301506,26,0.021838097110027894
1743973757.6358664,21,0.273904314676984
1743973757.6358747,23,0.19901922298335847
1743973757.6358805,27,0.00020361794542164853
1743973757.6358852,26,0.36417628710149735
1743973757.6414082,21,0.007732310236728146
1743973757.6414154,23,0.0015589494021779036
1743973757.641421,27,4.4391310439092587e-05
1743973757.6414258,26,0.08210697223127662
1743973757.646915,21,0.012283976734891539
1743973757.6469235,23,0.003011527572277684
1743973757.6469312,27,6.933545540515773e-06
1743973757.6469378,26,0.08287530497357423
1743973757.6528034,21,0.013768298700541333
1743973757.6528215,23,0.004274921786842857
1743973757.6528285,27,3.173289807359526e-06
1743973757.652835,26,0.08336331559807748
1743973757.6584675,21,0.014339807623148513
1743973757.6584742,23,0.004562218805806358
1743973757.6584792,27,1.6228382219125505e-06
1743973757.658484,26,0.08351507861586323
1743973757.663949,21,0.013054093913494408
1743973757.6639588,23,0.0016698297294989466
1743973757.6639645,27,2.4393598985894904e-06
1743973757.663969,26,0.07988044311133134
1743973757.669789,21,0.009340056064048844
1743973757.669798,23,0.005841799263282967
1743973757.6698034,27,1.7539075170871897e-06
1743973757.6698077,26,0.07051483003422941
1743973757.675281,21,0.013427712376315461
1743973757.6752899,23,0.005340573999957132
1743973757.6752956,27,4.0129509105869997e-07
1743973757.6753006,26,0.08506760964808528
1743973757.6808007,21,1.0
1743973757.6808226,23,0.4041844715596388
1743973757.6808307,27,0.0007890420803082959
1743973757.680838,26,0.2732981510796663
1743973757.6868024,21,0.0640484474653204
1743973757.6868331,23,0.08899144856070397
1743973757.6868463,27,0.0008800354536464283
1743973757.6868594,26,0.15258844730559348
1743973757.6926227,21,0.11969859484269507
1743973757.6926332,23,0.05388425899888597
1743973757.69264,27,2.3975158353453048e-05
1743973757.6926458,26,0.06501624874158575
1743973757.6983874,21,0.12679240072581294
1743973757.6983943,23,0.04543010789761503
1743973757.6983998,27,5.70065173233269e-06
1743973757.6984046,26,0.08221414201953056
1743973757.7038474,21,0.02570862884588906
1743973757.7038546,23,0.0076443191451690705
1743973757.7038605,27,1.8082429066734383e-05
1743973757.7038653,26,0.08552545218035515
1743973757.7093124,21,0.01626693255684397
1743973757.7093198,23,0.004328800330852582
1743973757.7093253,27,8.124090234568787e-06
1743973757.70933,26,0.0855135900825157
1743973757.714865,21,0.012931008084889688
1743973757.714873,23,0.003226553934695422
1743973757.7148795,27,4.661766822216192e-06
1743973757.7148855,26,0.08547912077509953
1743973757.7207778,21,0.011472574848250625
1743973757.7208116,23,0.002778537248239798
1743973757.7208383,27,3.417427004015936e-06
1743973757.7208529,26,0.08545690622830829
1743973757.7268836,21,0.8312537482072044
1743973757.7268896,23,0.4196951162168457
1743973757.726895,27,0.0008206705114996027
1743973757.7268999,26,0.0028863924930990683
1743973757.7326117,21,0.26937110711617945
1743973757.7326756,23,0.02556580381042486
1743973757.7326918,27,8.468508948577985e-05
1743973757.7327027,26,0.09755096778929633
1743973757.738949,21,0.24447767162312478
1743973757.7389555,23,0.20861603763627584
1743973757.7389612,27,0.0006840220762115361
1743973757.7389657,26,0.397148923280691
1743973757.7445283,21,0.10076773076595034
1743973757.7445369,23,0.04000651961540091
1743973757.744542,27,5.611270176209977e-05
1743973757.744547,26,0.08719402721552197
1743973757.7501369,21,0.006188412725815558
1743973757.7501464,23,0.0009739295679560981
1743973757.7501526,27,2.1821318353143923e-05
1743973757.750158,26,0.08190715813320357
1743973757.7562368,21,0.011994928452667138
1743973757.7562633,23,0.0032144942530605144
1743973757.7562737,27,7.2932070810431585e-06
1743973757.7562819,26,0.08247092344331308
1743973757.7622833,21,0.01335854012917559
1743973757.7623074,23,0.003724295533109272
1743973757.762318,27,2.793979413592686e-06
1743973757.7623234,26,0.08269950366598443
1743973757.7683377,21,0.013923020909284814
1743973757.768345,23,0.004017344625517879
1743973757.7683506,27,2.1195104628865862e-06
1743973757.7683556,26,0.08290125600460586
1743973757.7738373,21,0.014171903872542814
1743973757.773851,23,0.004234311024176726
1743973757.77386,27,1.2950428857034364e-06
1743973757.773869,26,0.08309465560507055
1743973757.7795186,21,1.0
1743973757.7795286,23,0.4008385968916665
1743973757.7795348,27,0.0004618087083439089
1743973757.7795403,26,0.25567804605626093
1743973757.7851985,21,0.15476570118818794
1743973757.7852046,23,0.18492251214706026
1743973757.78521,27,0.0005293064899981757
1743973757.785215,26,0.05323630598284386
1743973757.7907465,21,0.02094948893408533
1743973757.7907534,23,0.066212424649595
1743973757.7907588,27,2.115879179934166e-05
1743973757.7907639,26,0.16743293502267817
1743973757.79625,21,0.021224211224535196
1743973757.7962584,23,0.008717258688714074
1743973757.7962646,27,4.025679075625404e-06
1743973757.7962701,26,0.08633542975843252
1743973757.8018868,21,0.016628258781387194
1743973757.8018947,23,0.007032416868684008
1743973757.8019004,27,2.329795577025814e-06
1743973757.8019226,26,0.08588486066640888
1743973757.8074384,21,0.18815376295365263
1743973757.8074458,23,0.06990535380852428
1743973757.8074515,27,2.754413208805849e-05
1743973757.807457,26,0.07915965281901817
1743973757.8129215,21,0.05342534627462559
1743973757.8129318,23,0.019438879067191234
1743973757.81294,27,2.1110132911253654e-05
1743973757.8129473,26,0.08414217547589839
1743973757.8185718,21,0.012844439512773104
1743973757.8185866,23,0.004147982198881112
1743973757.8185923,27,1.395891241197532e-05
1743973757.818597,26,0.08513131842458503
1743973757.824139,21,0.8129823419541653
1743973757.824147,23,0.4069252715264821
1743973757.8241522,27,0.0007934295419226671
1743973757.8241575,26,0.0004802613905619135
1743973757.8298423,21,0.270870211418781
1743973757.8298512,23,0.02670522536211276
1743973757.8298583,27,8.190551761775384e-05
1743973757.8298643,26,0.09730815332776648
1743973757.8354738,21,0.08359542010467888
1743973757.8354807,23,0.18146923947160115
1743973757.8354862,27,0.0006800618907639997
1743973757.8354912,26,0.40124624221670163
1743973757.8410742,21,0.3088039191208172
1743973757.8410833,23,0.048650394705626716
1743973757.84109,27,5.2597777211375944e-05
1743973757.8410964,26,0.06687279581214649
1743973757.8467073,21,0.033222897015921245
1743973757.8467162,23,0.01159784137723606
1743973757.846723,27,7.513496496432037e-06
1743973757.846728,26,0.08266831239087934
1743973757.8527966,21,0.017366150352870494
1743973757.8528545,23,0.005887324999304535
1743973757.8528907,27,4.314960933614577e-06
1743973757.852917,26,0.08319585176567058
1743973757.8592534,21,0.01195209551776507
1743973757.859261,23,0.003748760073795897
1743973757.8592665,27,2.8609803081413088e-06
1743973757.8592715,26,0.08335325132850006
1743973757.8650405,21,0.025999145910057024
1743973757.8651235,23,0.005742322282863656
1743973757.8651433,27,9.311449685582576e-07
1743973757.8651586,26,0.07916289157022403
1743973757.8716726,21,0.05945973680685865
1743973757.8716795,23,0.013278456424881277
1743973757.8716848,27,3.3526153274874028e-06
1743973757.8716898,26,0.07313551140868403
1743973757.8772771,21,0.008959243060835701
1743973757.877303,23,0.003943252861056216
1743973757.8773148,27,4.53043904990182e-06
1743973757.8773232,26,0.0849064219905733
1743973757.8834376,21,1.0
1743973757.8834455,23,0.4043390066390586
1743973757.8834515,27,0.0008503417432667113
1743973757.8834565,26,0.2780980157437447
1743973757.8893335,21,0.05459839679579206
1743973757.8893447,23,0.08577153208629898
1743973757.8893514,27,0.0009417475186543914
1743973757.8893569,26,0.15098259086950439
1743973757.8950338,21,0.04335110213272935
1743973757.8950408,23,0.01363808882395183
1743973757.8950465,27,3.1263538282935425e-05
1743973757.8950512,26,0.08312926699319678
1743973757.9007769,21,0.1626195786006158
1743973757.9008007,23,0.05997342455747899
1743973757.9008136,27,1.1313492193150015e-05
1743973757.9008236,26,0.07874398276262987
1743973757.9070554,21,0.05058592449024859
1743973757.907064,23,0.028582786094612924
1743973757.90707,27,1.975660532847044e-05
1743973757.907076,26,0.06740328439571447
1743973757.9127028,21,0.017623155947495295
1743973757.9127152,23,0.004495236864019704
1743973757.9127235,27,1.3151195840221562e-05
1743973757.9127307,26,0.08551343558087657
1743973757.918405,21,0.013660670025398615
1743973757.9184122,23,0.003279315292812392
1743973757.918418,27,6.113337855047422e-06
1743973757.9184227,26,0.0855017524211145
1743973757.9240146,21,0.012047073266942833
1743973757.9240217,23,0.002830777838351633
1743973757.9240277,27,3.839976134949672e-06
1743973757.924045,26,0.08547942930150472
1743973757.9296675,21,0.8288264586081637
1743973757.9296741,23,0.41887253422469206
1743973757.92968,27,0.0008230560316334881
1743973757.9296849,26,0.0029849664867036274
1743973757.9353318,21,0.26951892865710814
1743973757.935345,23,0.025699027695153524
1743973757.9353552,27,8.458304931428611e-05
1743973757.935362,26,0.09755835701788074
1743973757.9410777,21,0.26000798352210314
1743973757.9410853,23,0.20454507573461475
1743973757.9410918,27,0.0006821381915021497
1743973757.9410968,26,0.39278648146948025
1743973757.9466743,21,0.05433990459973513
1743973757.946681,23,0.028324560703193936
1743973757.9466867,27,6.268687484657813e-05
1743973757.9466913,26,0.0883921433455955
1743973757.9523199,21,0.009909323771933386
1743973757.9523287,23,0.00632588568072611
1743973757.9523358,27,2.1531042234053546e-05
1743973757.9523418,26,0.08412069608650337
1743973757.957966,21,0.012681386342507091
1743973757.9579742,23,0.003465897109944826
1743973757.9579804,27,7.540955432146199e-06
1743973757.957986,26,0.08259008165607182
1743973757.9634643,21,0.013608646443541983
1743973757.9634724,23,0.0038322024444568704
1743973757.9634802,27,3.111383746049546e-06
1743973757.963486,26,0.08274914169723928
1743973757.9693606,21,0.01392744728413139
1743973757.9693904,23,0.004038060925965003
1743973757.9694045,27,2.426667357559944e-06
1743973757.9694214,26,0.08293438173913922
1743973757.9757283,21,0.014113037368260068
1743973757.9757378,23,0.004230058751530183
1743973757.9757504,27,1.8474972927500672e-06
1743973757.9757602,26,0.08312400269628062
1743973757.9818575,21,1.0
1743973757.981881,23,0.40228376763435253
1743973757.98189,27,0.0006641411973627158
1743973757.9818983,26,0.2681761673549237
1743973757.9877076,21,0.1292562980056995
1743973757.9877152,23,0.1838176441939149
1743973757.9877346,27,0.0007315474922276839
1743973757.9877396,26,0.04409425474029182
1743973757.993236,21,0.02033441045516561
1743973757.9932542,23,0.06662946247664366
1743973757.9932625,27,1.8250769337134427e-05
1743973757.9932725,26,0.16333062984441163
1743973757.999515,21,0.023132417988101773
1743973757.9995654,23,0.014608223447873587
1743973757.9996297,27,4.762853102245977e-06
1743973757.9996617,26,0.08885842664815964
1743973758.0065088,21,0.017627935496284223
1743973758.0065153,23,0.007400301035577042
1743973758.0065205,27,2.9745221310467926e-06
1743973758.0065255,26,0.08598211340495199
1743973758.0120199,21,0.19702963098702733
1743973758.0120316,23,0.07289246386230154
1743973758.0120385,27,3.4622504769658155e-05
1743973758.0120556,26,0.07879986037779295
1743973758.0175948,21,0.058634397719149974
1743973758.0176072,23,0.021114098118629597
1743973758.017614,27,2.3810781334319233e-05
1743973758.0176187,26,0.08402209183892738
1743973758.023315,21,0.014124019021287354
1743973758.023326,23,0.004469909595551358
1743973758.0233333,27,1.666386234077432e-05
1743973758.0233397,26,0.08513371977816515
1743973758.0289898,21,0.8131837340329703
1743973758.029027,23,0.40803121239192514
1743973758.0290523,27,0.0008008398807058715
1743973758.0290763,26,0.000132845155549933
1743973758.0351467,21,0.2706562282251029
1743973758.035154,23,0.026573887224944696
1743973758.0351605,27,8.191294365636129e-05
1743973758.035165,26,0.09736463725217159
1743973758.040755,21,0.1258826112115772
1743973758.0407627,23,0.18627904362184347
1743973758.0407681,27,0.0006811589478610422
1743973758.0407732,26,0.3976178326796948
1743973758.046341,21,0.25883389309183014
1743973758.046348,23,0.045634862785127725
1743973758.0463536,27,4.7745533113966605e-05
1743973758.0463586,26,0.07120926882653371
1743973758.0521884,21,0.02418861973225627
1743973758.0522077,23,0.008271624330541799
1743973758.0522163,27,1.7386519689066174e-05
1743973758.052223,26,0.08259617255324284
1743973758.0581224,21,0.014304501204168882
1743973758.05813,23,0.00467082414308145
1743973758.058135,27,7.888354485963508e-06
1743973758.0581398,26,0.08308517193045348
1743973758.0638175,21,0.012206177223120817
1743973758.0638466,23,0.0037805217562897763
1743973758.0638583,27,3.6070426207870964e-06
1743973758.0638664,26,0.08327605699150503
1743973758.0702496,21,0.013939730419049752
1743973758.0702612,23,0.004422952615268668
1743973758.0702739,27,2.225787803595548e-06
1743973758.0702794,26,0.08348716520332432
1743973758.0760884,21,0.03219117347696141
1743973758.0760977,23,0.004649900816646984
1743973758.0761037,27,1.5388321613975535e-07
1743973758.0761092,26,0.07452189331406828
1743973758.0819635,21,0.0472554027789192
1743973758.081973,23,0.012269229766866927
1743973758.081979,27,3.2977437376427357e-06
1743973758.0819848,26,0.07801866405788487
1743973758.087922,21,1.0
1743973758.0879576,23,0.4039603256450972
1743973758.087983,27,0.0008866939880865376
1743973758.0880017,26,0.2819452647981285
1743973758.0946681,21,0.05214263659244511
1743973758.0946755,23,0.08610979756288681
1743973758.0946808,27,0.0009750804105012726
1743973758.0946858,26,0.1479531593625674
1743973758.1003487,21,0.008401673938650656
1743973758.1003697,23,8.08944939183714e-05
1743973758.1003826,27,3.529680053283929e-05
1743973758.100395,26,0.084179333695313
1743973758.1066453,21,0.10772181658306716
1743973758.106653,23,0.03907671509064829
1743973758.1066582,27,7.469200021748656e-06
1743973758.1066768,26,0.08113575177513019
1743973758.1121912,21,0.10682567257971115
1743973758.1121979,23,0.04857417087993703
1743973758.1122034,27,2.3293685672830132e-08
1743973758.1122146,26,0.06713608697220798
1743973758.1176372,21,0.026702062228245397
1743973758.1176455,23,0.009537240716668062
1743973758.1176527,27,1.9150834903966222e-05
1743973758.1176589,26,0.08264929938488706
1743973758.1234982,21,0.015667673253618165
1743973758.1235068,23,0.0038451142649666985
1743973758.1235137,27,9.327349319483501e-06
1743973758.123519,26,0.0855103054816406
1743973758.1291692,21,0.012821578299509404
1743973758.1291785,23,0.0029829032349331644
1743973758.1291852,27,5.173029207284681e-06
1743973758.1291916,26,0.08548770285698343
1743973758.134849,21,0.8311006210635474
1743973758.1348557,23,0.4215044425777454
1743973758.134861,27,0.0008344223142477511
1743973758.134866,26,0.00401755742129934
1743973758.1404138,21,0.2607234123241119
1743973758.1404207,23,0.035492929901931446
1743973758.1404262,27,0.00013968344367395818
1743973758.1404314,26,0.09437685137823774
1743973758.1460352,21,0.275825469680809
1743973758.1460443,23,0.22212249093028028
1743973758.1460505,27,0.0006365843126283909
1743973758.1460562,26,0.39986218866050083
1743973758.1517708,21,0.0008546091686385542
1743973758.1518092,23,0.0013458733094284744
1743973758.1518283,27,7.204813713697188e-05
1743973758.1518435,26,0.08325868855452512
1743973758.1576898,21,0.013916906254913982
1743973758.1576993,23,0.015455723641132435
1743973758.157705,27,1.7412670616371234e-05
1743973758.1577098,26,0.08779371449647798
1743973758.1633182,21,0.01471236578444036
1743973758.1633434,23,0.004043971113289248
1743973758.163354,27,7.127646738835251e-06
1743973758.1633646,26,0.08255481212476554
1743973758.1695743,21,0.01386110273864994
1743973758.16959,23,0.0038221833337554636
1743973758.1695971,27,3.1155625866485154e-06
1743973758.1696033,26,0.08262348049210902
1743973758.1750507,21,0.013886064940388788
1743973758.1750672,23,0.003936680084506507
1743973758.1750734,27,2.5373918537686083e-06
1743973758.1750786,26,0.08280238104333963
1743973758.1805327,21,0.014041273748083338
1743973758.1805391,23,0.004127559533515579
1743973758.1805449,27,1.8349992234945244e-06
1743973758.1805503,26,0.08299996398514728
1743973758.1861124,21,1.0
1743973758.1861193,23,0.4018498754490767
1743973758.1861258,27,0.0006650331326845553
1743973758.1861324,26,0.26958058154081177
1743973758.192491,21,0.11310897732903402
1743973758.1925082,23,0.15788436278382753
1743973758.192517,27,0.0007417510955708351
1743973758.1925244,26,0.07425051667968303
1743973758.1986709,21,0.006841539117731902
1743973758.1987426,23,0.03315873344915413
1743973758.198768,27,2.215534426215255e-05
1743973758.1989172,26,0.12686041079154672
1743973758.2051516,21,0.01851476602331341
1743973758.2051594,23,0.0152573109766714
1743973758.2051795,27,7.948377913634928e-06
1743973758.205185,26,0.0895546459019777
1743973758.2106295,21,0.018745903849427287
1743973758.2106402,23,0.013216443859302882
1743973758.2106488,27,3.970029666355911e-06
1743973758.2106564,26,0.08854852345633343
1743973758.2163477,21,0.16692545480593993
1743973758.2163568,23,0.061689668132772
1743973758.216363,27,3.130537522845615e-05
1743973758.2163687,26,0.0798217037570131
1743973758.2222068,21,0.07100304588062205
1743973758.2222366,23,0.025623140679847705
1743973758.2222543,27,1.734295440106831e-05
1743973758.2222733,26,0.08351427649472468
1743973758.2287257,21,0.015136027884912109
1743973758.2287326,23,0.004706427527977181
1743973758.2287445,27,1.872067508383306e-05
1743973758.2287543,26,0.08512975179662922
1743973758.2347105,21,0.8151498280916787
1743973758.2347248,23,0.41058375389131635
1743973758.2347343,27,0.0008128908490926887
1743973758.2347403,26,0.001195208440658872
1743973758.2406611,21,0.27037398927860806
1743973758.2406702,23,0.02642981390830639
1743973758.2406769,27,8.226405724177291e-05
1743973758.2406821,26,0.09741363613434585
1743973758.24638,21,0.19086269839453246
1743973758.246392,23,0.1995734010758163
1743973758.2463996,27,0.0006826229020226638
1743973758.2464066,26,0.39590796587415855
1743973758.2521033,21,0.1879475137313998
1743973758.252111,23,0.035748933310229936
1743973758.2521162,27,5.143255033751836e-05
1743973758.2521217,26,0.07525736584200651
1743973758.2576573,21,0.014369715440401616
1743973758.257664,23,0.004582646037017959
1743973758.2576692,27,2.4821320686925116e-05
1743973758.2576742,26,0.08246399985607383
1743973758.263218,21,0.01174555858756798
1743973758.2632282,23,0.0036137904344789667
1743973758.2632349,27,9.925102696062778e-06
1743973758.2632403,26,0.08296039522929947
1743973758.2688663,21,0.012618416713151623
1743973758.2688804,23,0.0038346719655932312
1743973758.268888,27,4.148474372779837e-06
1743973758.268894,26,0.08318225644276701
1743973758.274394,21,0.013934223398454806
1743973758.274402,23,0.004347477054639941
1743973758.2744076,27,2.2922139414220675e-06
1743973758.2744126,26,0.08337307094991457
1743973758.2798965,21,0.01418835048715786
1743973758.279903,23,0.00451597101919019
1743973758.2799084,27,2.400094103153344e-06
1743973758.2799132,26,0.08352748852818793
1743973758.2854645,21,0.028314306989157604
1743973758.2854712,23,0.0006959987707243945
1743973758.2854774,27,8.800871636414951e-07
1743973758.2854822,26,0.07071516602973218
1743973758.2912872,21,1.0
1743973758.2912936,23,0.4042694503987754
1743973758.291299,27,0.0009737417457418991
