Tiempo,Posicion_Y,Velocidad_Y,Velocidad_Ruedas,Fuerza_Ruedas
0.08495974540710449,0.010206124720634329,0.1235455690131569,10,0
0.1697251796722412,0.020581866916657268,0.12527708076406704,10,0
0.2503046989440918,0.031072811920677817,0.12633851596205195,10,0
0.33087968826293945,0.041093906701919806,0.12670063652315847,10,0
0.4114198684692383,0.05111683008190307,0.12641671596471424,10,0
0.4538075923919678,0.06622094786916179,1.8466637733080309,10,0
0.4622812271118164,0.08244183589655239,1.9730034748546377,10,0
0.4707791805267334,0.09930856235643737,2.041455167366213,10,0
0.47514939308166504,0.11657985778729227,2.077662020176974,10,0
0.48363518714904785,0.13392923498773268,2.082236402892282,10,0
0.49211788177490234,0.15134351398331297,2.0879126391930347,10,0
0.5005912780761719,0.16869534898731867,2.0795375183799982,10,0
0.5090742111206055,0.18600450417342845,2.0757879002383994,10,0
0.5175433158874512,0.20319664797504672,2.0640612212367437,10,0
0.5260305404663086,0.2203650566514532,2.0589390094238564,10,0
0.5345454216003418,0.2374053793795924,2.043593359316773,10,0
0.5430293083190918,0.2543497014830674,2.0254904635718307,10,0
0.5515179634094238,0.2712004871088836,2.0209129706451634,10,0
0.5600056648254395,0.28798179623194364,2.0089192365798643,10,0
0.5684952735900879,0.30469659437319546,2.0046667454169604,10,0
0.576972246170044,0.32133952776597374,1.9918104985686171,10,0
0.5854742527008057,0.3379079274775784,1.9871652002293085,10,0
0.5939767360687256,0.3543172574017954,1.967477594084441,10,0
0.6024773120880127,0.37069440219178795,1.9627473488444636,10,0
0.610954999923706,0.3871008507771995,1.9706021720539482,10,0
0.619438648223877,0.4034855914231268,1.9630817242123575,10,0
0.6279070377349854,0.41987701173465325,1.9680489909293757,10,0
0.6363859176635742,0.43624365132844467,1.961559597251942,10,0
0.6448643207550049,0.45260285622334145,1.964898091644982,10,0
0.6533472537994385,0.4689705464741309,1.963462704534369,10,0
0.6618270874023438,0.48530630441746975,1.9626479878530396,10,0
0.67032790184021,0.5016627667414162,1.9616784770905145,10,0
0.6788027286529541,0.5180018847441809,1.960428740903858,10,0
0.6872961521148682,0.5343568340877273,1.9621967124057962,10,0
0.6957688331604004,0.5506848419437627,1.957542912617355,10,0
0.7044229507446289,0.575217964430162,1.9632317997507907,10,0
0.7128908634185791,0.591555721352505,1.96287106759522,10,0
0.7213799953460693,0.6079333189022113,1.9649490000128529,10,0
0.729849100112915,0.6242691638714131,1.9600400099286506,10,0
0.7383360862731934,0.6406431356655314,1.9651527858143676,10,0
0.7468035221099854,0.6569748915374288,1.9574154267005548,10,0
0.7552945613861084,0.6733446302147225,1.9653404488684156,10,0
0.7637622356414795,0.6896983903424299,1.9607164589382835,10,0
0.7722518444061279,0.7060627866487779,1.9655519706875948,10,0
0.7807185649871826,0.7224215669998953,1.9609073879793615,10,0
0.7892072200775146,0.7387738993579679,1.9647646229316988,10,0
0.7976744174957275,0.755140535449313,1.9625802677297262,10,0
0.8061714172363281,0.7714826742653793,1.9641339198869985,10,0
0.8146376609802246,0.7878588031655223,1.9641521243870281,10,0
0.8231508731842041,0.8042189472680012,1.9630197244513832,10,0
0.8316173553466797,0.8205980064600253,1.9649155427554559,10,0
0.840111255645752,0.8369408952733927,1.9614081762872972,10,0
0.8485770225524902,0.8533194921428511,1.9653936984869655,10,0
0.8570780754089355,0.8696723821071425,1.960036154227343,10,0
0.8655436038970947,0.8860528815518459,1.9661483501676997,10,0
0.8740394115447998,0.9023930911147924,1.9576225539933612,10,0
0.8825054168701172,0.9187670700330399,1.9659188684254183,10,0
0.8909990787506104,0.9351304991622212,1.9632462450398,10,0
0.8994643688201904,0.9514997909968427,1.9659109655306253,10,0
0.9079551696777344,0.9678569342086594,1.9606871181280088,10,0
0.9164209365844727,0.9842168280485377,1.9653514158359642,10,0
0.9249110221862793,1.0005860007549512,1.9629899206551955,10,0
0.9335947036743164,1.0251224211602374,1.965713273754325,10,0
0.9420781135559082,1.0414554005472032,1.9567760769230054,10,0
0.9505469799041748,1.0578267998797843,1.9658595948679982,10,0
0.9590315818786621,1.0741946050852742,1.9637739041037363,10,0
0.967496395111084,1.090558780915405,1.9656334139178269,10,0
0.9759838581085205,1.1069196177134666,1.9611938220519565,10,0
0.9844529628753662,1.1232716149123343,1.9647698963396445,10,0
0.9929397106170654,1.1396402594428625,1.9627621090526657,10,0
1.0014121532440186,1.1559818331567748,1.964113173534029,10,0
1.0098936557769775,1.1723593175297475,1.9643325316035556,10,0
1.018362045288086,1.1887177638796458,1.9624237607411312,10,0
1.026855230331421,1.2050953283526988,1.9649049214559509,10,0
1.0353314876556396,1.2214332506708379,1.9609818817715212,10,0
1.0438179969787598,1.2378129674064822,1.9657241409574422,10,0
1.052316427230835,1.2541506716754707,1.9589783250342003,10,0
1.0608057975769043,1.270527878257024,1.965987634734518,10,0
1.0693087577819824,1.2868610469115125,1.9565313342923694,10,0
1.077796220779419,1.3032312451361283,1.9657191388947473,10,0
1.0862786769866943,1.3195973757306692,1.9635706193142886,10,0
1.0947604179382324,1.3359623668651825,1.965676845487841,10,0
1.103241205215454,1.3523267236680372,1.9621169665524973,10,0
1.1117217540740967,1.3686819735514757,1.9650796283995415,10,0
1.1202044486999512,1.3850509299940184,1.9626905908354007,10,0
1.1286792755126953,1.4013917751797895,1.9639268559703753,10,0
1.1371588706970215,1.417765463322012,1.9638229200149673,10,0
1.145634412765503,1.4341241226941661,1.9629837467674245,10,0
1.1541168689727783,1.4505042177620606,1.9651217869332456,10,0
1.1585848331451416,1.466845303568667,1.9609939357426482,10,0
1.1670498847961426,1.4832233336335015,1.9654611235587653,10,0
1.1755356788635254,1.4995602551453748,1.9592023333382569,10,0
1.184004783630371,1.5159380125976318,1.966014260532727,10,0
1.1925022602081299,1.5322725576606988,1.9569286073817924,10,0
1.2009689807891846,1.5486448034294866,1.9659455550999734,10,0
1.209453821182251,1.5650119436309575,1.9636939913801956,10,0
1.2179210186004639,1.5813743619854024,1.9653762460910418,10,0
1.2264046669006348,1.5977321481515578,1.9608104236762594,10,0
1.2348723411560059,1.614086173221708,1.9649726372382486,10,0
1.2433617115020752,1.630455336567092,1.9627340577974162,10,0
1.2518389225006104,1.6467968163174014,1.9640497891395619,10,0
1.2603285312652588,1.663172645000821,1.964113063440819,10,0
1.2688229084014893,1.6795308145188081,1.9625779827769827,10,0
1.2773082256317139,1.6959082400988843,1.964826091129905,10,0
1.2857997417449951,1.712251539450344,1.9613383941465972,10,0
1.2942898273468018,1.7286327149303982,1.9658401871394118,10,0
1.3027758598327637,1.744970616563089,1.959051599034894,10,0
1.3112566471099854,1.7613469706838079,1.965829850074564,10,0
1.319748878479004,1.7776808639556783,1.9569752151268756,10,0
1.3282275199890137,1.7940542846743395,1.9660570618453537,10,0
1.336717128753662,1.8104222686307547,1.963793641722584,10,0
1.3451974391937256,1.8267879130062223,1.9657036642451622,10,0
1.35367751121521,1.8431468511652012,1.9608962075866332,10,0
1.3621525764465332,1.8595001524475783,1.9648035866421505,10,0
1.3706352710723877,1.8758682769303832,1.9628029673738452,10,0
1.3791108131408691,1.8922108819028565,1.9641123226942703,10,0
1.3836498260498047,1.9085855876719857,1.963930819569975,10,0
1.392143964767456,1.9249443269201927,1.9628956725805617,10,0
1.40061354637146,1.9413230021067402,1.9649256120870497,10,0
1.4090991020202637,1.9576625217094334,1.96110203538194,10,0
1.4175677299499512,1.9740405226892697,1.9654101114464615,10,0
1.4260504245758057,1.990378269164894,1.9595311392438963,10,0
1.434520959854126,2.0067577160445005,1.966169690940579,10,0
1.4430139064788818,2.0230924845327323,1.9569070558447716,10,0
1.4514834880828857,2.0394645975224726,1.9658723771158453,10,0
1.4599707126617432,2.0558305003657713,1.9635439983428404,10,0
1.4684488773345947,2.072197019788752,1.9657796280393154,10,0
1.4769377708435059,2.0885556806633874,1.9607877490502899,10,0
1.485424280166626,2.1049117781446385,1.9651100708641587,10,0
1.4939110279083252,2.121279223554447,1.962429485185614,10,0
1.5024151802062988,2.137620407376962,1.9639109347502104,10,0
1.5109045505523682,2.1539925888716516,1.9635811643328405,10,0
1.5193920135498047,2.170349862394397,1.9628931939876426,10,0
1.527876377105713,2.186727895052077,1.9648196730170933,10,0
1.5363562107086182,2.2030688881167944,1.9613485411958842,10,0
1.5448360443115234,2.2194485468720315,1.965601758849975,10,0
1.5533199310302734,2.2357857064306894,1.9592333046512025,10,0
1.5618000030517578,2.2521622683124893,1.9658095655536179,10,0
1.5702812671661377,2.2684971234842832,1.9573297667466911,10,0
1.578709602355957,2.2848723554819514,1.9662318549472018,10,0
1.5871944427490234,2.3012410721474064,1.9638817323201425,10,0
1.5956659317016602,2.317606221647886,1.96560229187216,10,0
1.6041512489318848,2.3339633008639002,1.9606335933315677,10,0
1.6085412502288818,2.3503201571863532,1.9651803225597646,10,0
1.6170051097869873,2.366690420283568,1.9630321285596213,10,0
1.6254863739013672,2.383034346235816,1.964217563730407,10,0
1.6339528560638428,2.3994087219602744,1.9638504129835646,10,0
1.6424310207366943,2.415766351679643,1.9627099044657907,10,0
1.6508979797363281,2.4321421941776693,1.9645335524160912,10,0
1.6593871116638184,2.448481414176453,1.961368892396967,10,0
1.6678552627563477,2.464860527349159,1.9654998057695536,10,0
1.676342248916626,2.4811981997450925,1.959517690878191,10,0
1.6848130226135254,2.4975764485185787,1.9659813553728331,10,0
1.693296194076538,2.5139108028721866,1.9570867594416093,10,0
1.7017769813537598,2.5302833168079353,1.9658756684291494,10,0
1.7102603912353516,2.546648561465286,1.963465026562736,10,0
1.7187747955322266,2.563017163283087,1.9659853164585115,10,0
1.7272591590881348,2.5793764017838257,1.9608090424082372,10,0
1.7357590198516846,2.595732310472603,1.9650401905524215,10,0
1.7442617416381836,2.6120980088579984,1.962171196819917,10,0
1.7527539730072021,2.628443149792554,1.964330447901023,10,0
1.7612364292144775,2.644817429607569,1.9637771230524375,10,0
1.7697196006774902,2.6611761283972535,1.9630394514724074,10,0
1.7781982421875,2.6775538414747118,1.9647251387030857,10,0
1.7866814136505127,2.6938936503705793,1.9612001056548825,10,0
1.7951560020446777,2.7102706871212403,1.9652309058343493,10,0
1.8036472797393799,2.726607082386749,1.959532080353188,10,0
1.812124490737915,2.7429849547311274,1.9659203106224887,10,0
1.8206112384796143,2.759319923660853,1.9573417236895143,10,0
1.8290889263153076,2.7756941519687177,1.966067408615484,10,0
1.837810754776001,2.8002363804104022,1.9621515697143321,10,0
1.8462786674499512,2.8166140633778403,1.9650104788947838,10,0
1.8547680377960205,2.8329527834086905,1.960780260087234,10,0
1.863236427307129,2.849333529125045,1.9659720154216795,10,0
1.8717319965362549,2.865673737252375,1.9583751018432956,10,0
1.8801989555358887,2.8820488919398457,1.9658624426185862,10,0
1.888683557510376,2.8984097331204457,1.9629364923396806,10,0
1.8971614837646484,2.9147812421627886,1.9660053525905938,10,0
1.9056472778320312,2.931135441212857,1.9602458507311078,10,0
1.9141161441802979,2.947498346502124,1.965547913099856,10,0
1.9226014614105225,2.96385992267409,1.961339699630682,10,0
1.9310657978057861,2.9802097701797385,1.964567152270082,10,0
1.9395620822906494,2.996577902667421,1.9627076856447039,10,0
1.948028564453125,3.0129161175293824,1.9637588295413706,10,0
1.9565558433532715,3.0292921467192784,1.9642335279776908,10,0
1.965022325515747,3.045650183825713,1.9624240693848818,10,0
1.9735374450683594,3.0620294347022408,1.9651776491260706,10,0
1.9820044040679932,3.078366988843548,1.960520728784689,10,0
1.990494966506958,3.094744735925964,1.9655631189815181,10,0
1.9989588260650635,3.111081777427123,1.9588404777772896,10,0
2.0074548721313477,3.127460101643114,1.9662179575337182,10,0
2.0159196853637695,3.1438225112494513,1.9631246844939227,10,0
2.024411678314209,3.160192662673618,1.965814004804818,10,0
2.032876968383789,3.17654535601172,1.9601277133918935,10,0
2.0413689613342285,3.192909104090388,1.965624137682272,10,0
2.049837112426758,3.209270946987588,1.9613509415136616,10,0
2.0583322048187256,3.2256234818138445,1.9648626269146203,10,0
2.0627851486206055,3.241993454769249,1.9629000664350298,10,0
2.0712687969207764,3.258330114242959,1.9635470763468077,10,0
2.079740524291992,3.274703836361886,1.9639361590047808,10,0
2.0882349014282227,3.291060574603847,1.962409107440567,10,0
2.0967111587524414,3.3074392220817233,1.965079312041413,10,0
2.1051952838897705,3.3237777419976973,1.960751771758286,10,0
2.1136605739593506,3.340157141602037,1.965767107767866,10,0
2.122150182723999,3.3564979828856925,1.9585410687500124,10,0
2.13061785697937,3.3728730573342336,1.9657712913608456,10,0
2.1391139030456543,3.389244376805649,1.9641934153450562,10,0
2.147580623626709,3.4056178541132347,1.9661919111416168,10,0
2.156074285507202,3.4219871060990705,1.9637687276069167,10,0
2.1645419597625732,3.43834985975331,1.965476608711942,10,0
2.17305064201355,3.4547094505375124,1.961040819008493,10,0
2.1815168857574463,3.471063229560797,1.964973426330925,10,0
2.1900243759155273,3.487433231788332,1.9628705001235691,10,0
2.198488473892212,3.5037730398223728,1.9638818617185256,10,0
2.207002878189087,3.5201485311886542,1.9641069535055105,10,0
2.215470314025879,3.5365053189574875,1.9622502615473816,10,0
2.2239644527435303,3.5528817752605137,1.9647897358325463,10,0
2.232429027557373,3.5692183762723526,1.9607897754538581,10,0
2.240927219390869,3.5855972784018366,1.9656597337866513,10,0
2.2493913173675537,3.6019342844948743,1.9588229105555173,10,0
2.2578823566436768,3.618311458190514,1.9660393790131094,10,0
2.266348361968994,3.6346716765439715,1.962861779700291,10,0
2.27484130859375,3.651042278733925,1.9658279432087877,10,0
2.2833123207092285,3.6673945141055784,1.9600854557881502,10,0
2.2877538204193115,3.6837603767627196,1.9658364986857348,10,0
2.2962210178375244,3.7001229077310085,1.9613905346329095,10,0
2.3047099113464355,3.716475296000949,1.9647998501856552,10,0
